From,To
203394_s_at,3280
205519_at,79968
201978_s_at,9812
213713_s_at,89944
201362_at,10625
204148_s_at,22932
218015_s_at,56897
204767_s_at,2237
AFFX-HUMGAPDH/M33197_3_at,2597
210839_s_at,5168
202575_at,1382
32402_s_at,8189
217021_at,1528
203869_at,64854
217765_at,29959
220344_at,56673
206560_s_at,8190
210543_s_at,5591
220300_at,5998
205085_at,4998
221617_at,51616
204173_at,140465
210829_s_at,23635
217534_at,51571
200801_x_at,60
205219_s_at,2585
218141_at,63893
218757_s_at,65109
213404_s_at,6009
202763_at,836
201672_s_at,9097
209404_s_at,100302736
218904_s_at,55071
215912_at,2775
219150_s_at,11033
211071_s_at,10962
203815_at,2952
201753_s_at,120
206118_at,6775
205645_at,9185
216328_at,27181
211242_x_at,3805
202920_at,287
214330_at,91647
203038_at,5796
215172_at,26095
204970_s_at,4097
207864_at,6332
217499_x_at,100506759
201487_at,1075
211277_x_at,351
205468_s_at,3663
208742_s_at,10284
200091_s_at,6230
208285_at,26659
215120_s_at,23034
216832_at,862
221939_at,78992
221339_at,442194
219297_at,54521
221515_s_at,51451
209709_s_at,3161
202587_s_at,203
208634_s_at,23499
219674_s_at,3069
220779_at,51702
211033_s_at,5191
216156_at,8434
203297_s_at,3720
202746_at,9452
217002_s_at,3359
207180_s_at,10553
208836_at,483
212509_s_at,439921
219792_at,79814
205564_at,9506
211287_x_at,1438
222149_x_at,100132565
205806_at,6094
211721_s_at,90233
209910_at,8034
221636_s_at,54996
211960_s_at,7879
211679_x_at,9568
219066_at,60490
211016_x_at,3308
204718_at,2051
32699_s_at,5817
211349_at,6564
215717_s_at,2201
216724_at,166614
213312_at,57150
207455_at,5028
210136_at,4155
214529_at,7252
216945_x_at,23178
214308_s_at,3081
213746_s_at,2316
217373_x_at,4193
212794_s_at,23325
214327_x_at,7178
218976_at,56521
202478_at,28951
209681_at,10560
201335_s_at,23365
208091_s_at,81552
205349_at,2769
206821_x_at,3268
202104_s_at,101930112
218034_at,51024
202482_x_at,5902
217342_x_at,55338
212424_at,22984
204616_at,7347
203464_s_at,100874309
214288_s_at,5689
221077_at,55130
208727_s_at,998
210693_at,56928
209733_at,11043
220322_at,56300
215462_at,1263
215040_at,79621
221027_s_at,81579
214438_at,3142
214972_at,10724
218794_s_at,54957
208008_at,26083
211099_s_at,1258
212065_s_at,9736
210214_s_at,659
204436_at,80301
208414_s_at,3213
209729_at,10634
208047_s_at,4664
216442_x_at,2335
207362_at,7782
212806_at,158471
204699_s_at,27042
217568_at,10876
216957_at,23326
219063_at,79169
34858_at,23510
220610_s_at,9209
203362_s_at,4085
200974_at,59
219553_at,29922
211923_s_at,57573
220062_s_at,51438
217539_at,147339
208286_x_at,5460
208247_at,711
205148_s_at,1183
218412_s_at,9569
213922_at,146057
219942_at,58498
214834_at,8123
202245_at,4047
203019_x_at,117178
205842_s_at,3717
202203_s_at,267
220639_at,79853
220984_s_at,81796
218923_at,1486
214146_s_at,5473
219626_at,79649
204890_s_at,3932
220510_at,57127
211582_x_at,7940
218912_at,79571
205158_at,6038
210599_at,80110
211498_s_at,4824
208310_s_at,221960
211831_s_at,7066
219120_at,80304
214096_s_at,6472
207173_x_at,1009
219269_at,79618
203072_at,4643
213075_at,169611
209751_s_at,10597
201536_at,1845
220545_s_at,60385
201779_s_at,11342
216117_at,23404
203482_at,55719
211145_x_at,3452
218343_s_at,9330
203475_at,1588
220553_s_at,55015
206476_s_at,4858
208752_x_at,4673
205260_s_at,97
202668_at,1948
218997_at,64425
202316_x_at,10277
216047_x_at,23544
216281_at,23405
209494_s_at,23598
53987_at,57610
203170_at,23378
204738_s_at,889
210525_x_at,90141
209028_s_at,10006
209399_at,3141
216882_s_at,10529
213526_s_at,55957
211517_s_at,3568
219080_s_at,56474
201377_at,9898
202234_s_at,6566
214747_at,9889
1320_at,11099
209092_s_at,51031
210164_at,3002
218386_x_at,10600
210015_s_at,4133
201119_s_at,1351
219871_at,79667
220965_s_at,81492
210941_at,5099
218711_s_at,8436
211557_x_at,11309
209663_s_at,3679
211378_x_at,101060363
219419_at,79863
204700_x_at,27042
217143_s_at,10730
213995_at,27109
205383_s_at,26137
211815_s_at,23163
210455_at,27291
57532_at,1856
212092_at,23089
220380_at,58511
218202_x_at,65080
214509_at,8354
220112_at,79722
210764_s_at,3491
214085_x_at,11010
218246_at,79594
217599_s_at,29969
220089_at,79944
218228_s_at,80351
209047_at,358
203383_s_at,2800
210757_x_at,1601
219577_s_at,10347
204465_s_at,9118
219102_at,57333
205725_at,7356
202807_s_at,10043
215921_at,100288332
201464_x_at,3725
218743_at,79643
202102_s_at,23476
211267_at,8820
202296_s_at,11079
216845_x_at,8085
215129_at,5288
211258_s_at,7039
211963_s_at,10092
215622_x_at,51533
207421_at,763
219518_s_at,80237
201399_s_at,23471
222133_s_at,51105
204279_at,5698
201965_s_at,23064
216076_at,26013
220036_s_at,55716
206703_at,1140
213647_at,1763
200893_at,6434
202429_s_at,5530
35147_at,23263
203328_x_at,3416
213115_at,115201
204121_at,10912
217028_at,7852
215045_at,11189
64942_at,387509
212115_at,90861
205919_at,3046
209775_x_at,6573
211710_x_at,595097
208590_x_at,2700
209342_s_at,3551
218891_at,79591
201777_s_at,9813
204319_s_at,6001
210179_at,3769
214049_x_at,924
207626_s_at,6542
200820_at,5714
205822_s_at,3157
203584_at,9694
207269_at,1669
211207_s_at,23305
213694_at,54665
35265_at,9513
210638_s_at,26268
221378_at,9350
202274_at,72
212920_at,5978
217922_at,10905
201115_at,5425
221464_at,4991
204848_x_at,3047
220337_at,58157
214700_x_at,55183
210386_s_at,4580
218674_at,80006
202456_s_at,10444
210128_s_at,1241
221170_at,59340
215505_s_at,29966
218284_at,4088
216593_s_at,5279
217360_x_at,28396
222147_s_at,79913
210309_at,9400
201482_at,5768
205521_at,9941
209261_s_at,2063
206965_at,11278
206194_at,3221
203141_s_at,8546
177_at,5337
210855_at,9687
211553_x_at,317
201760_s_at,55884
215806_x_at,445347
201267_s_at,5702
212695_at,1408
220129_at,100526761
210610_at,634
217225_x_at,23420
220290_at,55057
202207_at,10123
220744_s_at,55764
217979_at,27075
202117_at,392
215027_at,10411
213546_at,222161
209352_s_at,23309
204456_s_at,2619
212464_s_at,2335
202357_s_at,629
201206_s_at,6238
219096_at,79637
218225_at,51295
217307_at,50
213203_at,10302
222047_s_at,51593
204489_s_at,960
208824_x_at,5127
215688_at,5923
205405_at,9037
206498_at,4948
205865_at,1820
208667_s_at,6767
212207_at,23389
221880_s_at,400451
202094_at,332
217071_s_at,4524
206979_at,732
209407_s_at,10522
219202_at,79651
208811_s_at,10049
207016_s_at,101928635
209766_at,10935
212570_at,23052
217209_at,1084
212411_at,92856
208781_x_at,8724
202703_at,8446
202520_s_at,4292
213226_at,890
219940_s_at,55795
219903_s_at,1558
211747_s_at,23658
207579_at,4114
204424_s_at,55885
217232_x_at,3043
214195_at,1200
203438_at,8614
208018_s_at,3055
216664_at,101929148
219755_at,57332
206348_s_at,5165
219062_s_at,54877
216701_at,100129271
214708_at,6641
213351_s_at,23023
210413_x_at,6317
208775_at,7514
209533_s_at,9373
216869_at,5137
206413_s_at,9623
217523_at,960
220350_at,9310
214961_at,23281
211462_s_at,90665
201155_s_at,9927
200611_s_at,9948
201936_s_at,8672
215220_s_at,7175
65585_at,55199
205184_at,2786
214005_at,2677
202372_at,25782
221268_s_at,81537
212507_at,23505
200012_x_at,100131205
206583_at,55634
204136_at,1294
215852_x_at,140710
217602_at,101060363
216011_at,55334
213634_s_at,55687
213129_s_at,2653
203854_at,3426
204437_s_at,2348
218046_s_at,51021
201202_at,5111
212503_s_at,22982
220013_at,79852
214662_at,23160
220304_s_at,54714
202227_s_at,10902
207998_s_at,776
219751_at,79918
212607_at,10000
207151_at,117
220752_at,51145
202057_at,3836
219855_at,55190
217425_at,4158
216409_at,23305
204206_at,4335
209649_at,10254
219453_at,79786
214971_s_at,6480
221773_at,2004
203021_at,6590
204631_at,4620
215217_at,3514
AFFX-HUMGAPDH/M33197_5_at,2597
205475_at,11341
209770_at,11119
211362_s_at,5275
220641_at,79400
209105_at,8648
213017_at,171586
200800_s_at,3303
207372_s_at,954
220445_s_at,102723547
206003_at,9662
216548_x_at,128872
215066_at,5792
218323_at,55288
214004_s_at,9686
205477_s_at,259
216220_s_at,134
217944_at,55624
201613_s_at,8906
203579_s_at,9057
219436_s_at,51705
202329_at,1445
222164_at,2260
222307_at,282997
219362_at,60560
212546_s_at,285527
211155_s_at,7066
203507_at,26781
221466_at,5030
211001_at,23650
204034_at,23474
216449_x_at,7184
220239_at,55975
216313_at,54661
AFFX-HUMISGF3A/M97935_3_at,6772
219124_at,80185
201884_at,1048
205504_at,695
204609_at,11007
214676_x_at,57876
44696_at,54662
203410_at,10947
201966_at,4720
201831_s_at,8615
219350_s_at,56616
210082_at,24
217597_x_at,10966
212791_at,127703
201233_at,5719
214995_s_at,200316
217800_s_at,80762
211221_at,10474
213186_at,9666
215749_s_at,64689
201909_at,6192
216595_at,121006
44040_at,150726
221876_at,100289678
212524_x_at,3014
201032_at,10904
204326_x_at,4501
221870_at,30846
210352_at,10902
203050_at,7158
214384_s_at,10540
205458_at,4157
218005_at,7570
211212_s_at,5001
210650_s_at,27445
208549_x_at,5757
209550_at,4692
202886_s_at,5519
209684_at,54453
207240_s_at,3973
209831_x_at,1777
213808_at,8745
217001_x_at,3111
217859_s_at,55334
203329_at,5797
211254_x_at,6005
207613_s_at,815
214442_s_at,9063
203152_at,64976
208717_at,5018
204580_at,4321
204061_at,5613
204997_at,2819
203396_at,5685
201947_s_at,10576
222173_s_at,55357
203957_at,1876
219954_s_at,57733
205611_at,407977
214880_x_at,800
204345_at,1307
215257_at,51614
222195_s_at,51531
220254_at,29967
207275_s_at,2180
217567_at,7047
218834_s_at,54972
201654_s_at,3339
211943_x_at,7178
216853_x_at,28831
200027_at,4677
210730_s_at,4887
209152_s_at,6929
214878_at,7587
206731_at,22866
205301_s_at,4968
209123_at,5860
202373_s_at,25782
201535_at,5412
44617_at,79676
210399_x_at,2528
221559_s_at,79003
214623_at,26226
207627_s_at,7024
218341_at,79717
208071_s_at,3903
214233_at,23062
36019_at,8859
203886_s_at,2199
212446_s_at,253782
209662_at,1070
208009_s_at,27237
200860_s_at,23019
220998_s_at,81622
209545_s_at,8767
202299_s_at,10542
208673_s_at,6428
215012_at,26036
208869_s_at,23710
217538_at,9905
209284_s_at,23272
207773_x_at,64816
212896_at,23517
209610_s_at,6509
211051_s_at,2137
213384_x_at,5331
217231_s_at,22983
218689_at,2188
210753_s_at,2047
200682_s_at,7332
221564_at,3275
206485_at,921
217325_at,3850
216607_s_at,1595
209838_at,9318
221054_s_at,27004
208219_at,91
219587_at,54970
203786_s_at,7164
211947_s_at,23215
220713_at,414918
216352_x_at,56112
205592_at,6521
214272_at,1540
217141_at,55727
210213_s_at,3692
206090_s_at,100303453
201218_at,1488
208134_x_at,5670
217636_at,5428
214136_at,25961
217766_s_at,23585
207753_at,57343
210163_at,6373
212714_at,113251
205086_s_at,29781
203623_at,55558
206625_at,5961
201296_s_at,26118
207641_at,23495
212645_x_at,9577
204176_at,27252
211727_s_at,1353
206340_at,9971
216009_at,55334
208624_s_at,1981
205821_at,100528032
206818_s_at,54805
203746_s_at,3052
211808_s_at,1387
220698_at,79160
204472_at,2669
212378_at,2618
208837_at,23423
204826_at,899
203165_s_at,9197
220179_at,64180
205706_s_at,22852
205315_s_at,6645
212938_at,1291
205581_s_at,4846
211363_s_at,4507
201010_s_at,10628
220464_at,23263
208626_s_at,10493
204707_s_at,5596
221729_at,1290
212457_at,7030
204935_at,5771
204331_s_at,6183
201691_s_at,7163
216303_s_at,8776
220243_at,29068
203064_s_at,3607
205977_s_at,2041
214087_s_at,4604
222123_s_at,64344
206896_s_at,2788
221495_s_at,22980
208719_s_at,10521
211364_at,4507
205542_at,26872
213487_at,5605
207799_x_at,100131755
219430_at,56834
208861_s_at,546
202391_at,10409
212332_at,5934
203774_at,4548
204742_s_at,23047
211555_s_at,2983
211184_s_at,10083
202081_at,9592
37966_at,29780
213958_at,923
204784_s_at,4291
221102_s_at,140803
52651_at,1296
205132_at,70
221265_s_at,81556
202803_s_at,3689
204241_at,8310
211821_x_at,2993
208450_at,3957
201932_at,10489
215174_at,388714
211694_at,83942
202050_s_at,9202
203916_at,8509
203953_s_at,1365
218405_at,29777
203262_s_at,9130
212041_at,9114
222200_s_at,55108
209873_s_at,11187
206842_at,3750
205208_at,10840
204578_at,9677
208893_s_at,1848
219019_at,55367
214033_at,368
34478_at,9230
202748_at,2634
218467_at,56984
201754_at,1345
212032_s_at,53635
214429_at,9107
203413_at,4753
219998_at,29094
218888_s_at,81831
205618_at,5638
204023_at,5984
203333_at,22920
203122_at,51112
214052_x_at,23215
218927_s_at,55501
212251_at,92140
203948_s_at,4353
205829_at,3292
214139_at,51742
204327_s_at,7753
206814_at,4803
203186_s_at,6275
203629_s_at,10466
213506_at,2150
213189_at,84864
220842_at,54806
210798_x_at,10747
212474_at,23080
206307_s_at,2297
207202_s_at,8856
215043_s_at,11039
33767_at,4744
216904_at,1291
206884_s_at,8796
221168_at,59336
218974_at,55084
212685_s_at,26608
220016_at,79026
218104_at,54881
207225_at,15
202052_s_at,26064
219452_at,64174
208868_s_at,23710
219868_s_at,51479
214010_s_at,374868
217849_s_at,9578
221711_s_at,29086
210736_x_at,1837
209176_at,11196
208730_x_at,5862
213360_s_at,100101267
206737_at,7481
207298_at,10786
207182_at,2559
219766_at,80776
212808_at,84901
202637_s_at,3383
204694_at,174
206019_at,9904
222042_x_at,399664
217609_at,10233
211015_s_at,3308
205008_s_at,10518
204647_at,9454
212423_at,219654
205932_s_at,4487
204639_at,100
208924_at,26994
204500_s_at,23287
34406_at,23241
221923_s_at,4869
213098_at,9125
207739_s_at,100008586
220539_at,54777
214776_x_at,9942
35179_at,26229
217891_at,64755
213001_at,23452
217192_s_at,639
213966_at,10362
216314_at,167
218069_at,79077
215918_s_at,6711
220165_at,54891
216542_x_at,3493
206785_s_at,3821
211577_s_at,3479
206562_s_at,1452
212553_at,23248
212862_at,8760
221691_x_at,4869
200025_s_at,6155
200762_at,1808
209938_at,6871
213846_at,1350
220637_at,79843
204323_x_at,101930150
218708_at,29107
219913_s_at,51340
204594_s_at,54471
207332_s_at,7037
204936_at,5871
205807_s_at,7286
204572_s_at,5303
218375_at,53343
208641_s_at,5879
210056_at,27289
202531_at,3659
215613_at,8038
220598_at,79092
215667_x_at,100132832
213088_s_at,23234
202318_s_at,26054
206906_at,7087
214657_s_at,283131
201656_at,3655
219544_at,79866
214785_at,23230
219687_at,55733
210986_s_at,7168
204089_x_at,4216
206315_at,9244
210324_at,733
218848_at,79228
204541_at,23541
218421_at,64781
220520_s_at,54830
216326_s_at,8841
219008_at,60526
220796_x_at,79939
201924_at,4299
213729_at,55660
218547_at,79947
208113_x_at,5042
207144_s_at,4435
218859_s_at,51575
215898_at,23093
202135_s_at,10120
59631_at,114112
218668_s_at,57826
215620_at,6239
212949_at,23397
219941_at,55266
213110_s_at,1287
216230_x_at,6609
209471_s_at,2339
217469_at,3492
203728_at,578
220314_at,100130086
AFFX-HUMGAPDH/M33197_M_at,2597
202718_at,3485
209727_at,2760
218487_at,210
221669_s_at,27034
216298_at,445347
200892_s_at,6434
209841_s_at,54674
211237_s_at,2264
201076_at,4809
202671_s_at,8566
212033_at,58517
208161_s_at,8714
211931_s_at,10151
220292_at,54925
202205_at,7408
219379_x_at,140467
213854_at,9145
201953_at,10519
212129_at,81614
213691_at,101928378
212761_at,6934
202186_x_at,5525
210022_at,84759
221252_s_at,83445
212593_s_at,100616113
204732_s_at,373
209161_at,9128
212333_at,25940
221556_at,8555
218518_at,51306
45828_at,55101
203613_s_at,4712
207115_x_at,54799
206591_at,5896
219238_at,55650
212830_at,1955
216903_s_at,10367
210956_at,100996758
205351_at,2677
210397_at,1672
213457_at,9258
213628_at,23155
218655_s_at,54883
209979_at,104
212957_s_at,92249
221210_s_at,80896
212999_x_at,3119
217999_s_at,22822
201404_x_at,5690
205505_at,2650
205350_at,1381
219557_s_at,56675
202785_at,4701
220185_at,57731
208158_s_at,114876
214522_x_at,3013
205814_at,2913
208467_at,11278
210059_s_at,5603
205476_at,6364
209397_at,4200
216388_s_at,1241
205647_at,5893
214443_at,5817
207754_at,11228
208290_s_at,1983
208995_s_at,9360
201054_at,10949
221795_at,4915
203940_s_at,22846
222277_at,542767
215911_x_at,492
210593_at,23053
208388_at,10002
204419_x_at,3047
216919_at,9537
212573_at,23052
221050_s_at,54676
203989_x_at,2149
213299_at,51341
203524_s_at,4357
221702_s_at,80213
208812_x_at,3107
201828_x_at,8933
221229_s_at,55006
221981_s_at,79726
206887_at,1238
208839_s_at,55832
209589_s_at,2048
203644_s_at,22879
215017_s_at,54874
206050_s_at,6050
215350_at,23345
203022_at,10535
214980_at,7337
209721_s_at,25900
206250_x_at,552
214777_at,3514
209799_at,5562
53912_at,29916
217995_at,58472
200727_s_at,10097
214730_s_at,2734
211122_s_at,6373
215562_at,22996
204791_at,7181
212993_at,138151
211331_x_at,3077
208744_x_at,10808
211334_at,4361
219665_at,79873
213270_at,4355
213914_s_at,6711
214523_at,1053
217477_at,8395
208397_x_at,3762
201405_s_at,10980
218041_x_at,54407
205255_x_at,6932
213083_at,11046
219564_at,3773
220540_at,60598
203549_s_at,4023
212620_at,23060
221421_s_at,81792
219024_at,59338
212475_at,23080
219053_s_at,55048
206018_at,2290
205995_x_at,9657
210683_at,4902
211887_x_at,4481
201506_at,7045
218555_at,29882
205305_at,2267
218150_at,101929356
219013_at,63917
209018_s_at,65018
211767_at,84296
218632_at,79654
200033_at,100616387
219873_at,78989
214274_s_at,30
202661_at,3709
222156_x_at,100533483
219280_at,54014
219182_at,79583
221344_at,26529
206525_at,2569
207239_s_at,5127
209144_s_at,9139
218291_at,28956
208412_s_at,5915
204888_s_at,9148
